,Date,Open,High,Low,Close,Adj Close,Volume,volume_cmf,volume_em,volume_sma_em,volatility_bbh,volatility_bbl,volatility_bbm,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kchi,volatility_kcli,trend_macd,trend_macd_signal,trend_macd_diff,trend_ichimoku_a,trend_ichimoku_b,momentum_rsi,momentum_stoch,momentum_stoch_signal,Zero,rsi_high,rsi_low,cmf_high,cmf_low,keltner_indicator,bbands_indicator,ichimoku_label,macd_indicator,ease_label,stochastic_label,rsi_label,cmf_label,snp_labels
13,1985-02-15,182.41000400000001,182.649994,181.229996,181.600006,181.600006,106500000,0.06832531002093138,-1.640001690135198,0.364166776016041,183.37424682982487,178.1486131701751,180.76143,0.0,0.0,181.29600069999998,181.29600069999998,179.57500000000002,0.0,0.0,-0.7421955571326464,-0.5236391724129478,-0.21855638471969863,180.98249825,180.2649995,57.77965049493972,68.11407606111005,80.07106923007541,0,70,30,0.05,-0.05,1,0.0,0,0,-1,0,0,0,1.0
14,1985-02-19,181.600006,181.610001,180.949997,181.330002,181.330002,90400000,0.07231613060505794,-0.4818584070619523,0.3037364057961844,183.33944313170528,178.2592264682947,180.7993348,0.0,0.0,181.47733363333333,181.47733363333333,179.95033313333334,0.0,0.0,-0.6997772134116644,-0.5588667806126911,-0.1409104327989733,180.98249825,180.2649995,55.83007099075327,57.741995681610966,68.32021005276565,0,70,30,0.05,-0.05,0,0.0,0,0,0,0,0,0,1.0
15,1985-02-20,181.330002,182.100006,180.639999,181.179993,181.179993,118200000,0.05268684115468706,0.11117236888705057,0.22068974285948229,183.28946979717597,178.35678207782405,180.8231259375,0.0,0.0,181.53433333333334,181.53433333333334,180.00733133333333,0.0,0.0,-0.6466022693178672,-0.5764138783537264,-0.07018839096414087,180.98249825,180.2649995,54.72526576317272,55.32249451088441,60.39285541786851,0,70,30,0.05,-0.05,0,0.0,0,0,1,0,0,0,1.0
16,1985-02-21,181.179993,181.179993,180.020004,180.190002,180.190002,104000000,0.015190760643909474,-0.8588424711115356,0.1911797714735636,183.19706684975725,178.3746998561251,180.78588335294117,0.0,0.0,181.5056666333333,181.5056666333333,179.9806650333333,0.0,0.0,-0.5185986604772381,-0.5648508347784288,0.04625217430119066,180.98249825,180.2649995,47.9775848613824,39.35489001043056,50.806460067642014,0,70,30,0.05,-0.05,0,0.0,0,1,-1,0,0,0,-1.0
17,1985-02-22,180.190002,180.41000400000001,179.229996,179.360001,179.360001,93680000,-0.018647793022763783,-0.9824983667677206,0.13390429278125754,183.13926404458593,178.27407128874742,180.70666766666668,0.0,0.0,181.33199976666666,181.33199976666666,179.84199876666665,0.0,1.0,-0.34619007052543793,-0.5211186819278306,0.1749286114023927,180.92749799999999,180.2649995,43.171456051215955,25.96777062956663,40.21505171696057,0,70,30,0.05,-0.05,-1,0.0,0,0,0,0,0,0,1.0
18,1985-02-25,179.360001,179.360001,178.130005,179.229996,179.229996,89740000,0.012983766725328909,-1.473414319157561,0.026210432316428296,183.08678866611766,178.17110754440867,180.62894810526316,0.0,0.0,181.01433319999998,181.01433319999998,179.4733327,0.0,1.0,-0.1967961602153423,-0.456254177585333,0.2594580173699907,180.65250025,180.2649995,42.454086973166355,18.900214983113234,28.074291874370186,0,70,30,0.05,-0.05,-1,0.0,0,0,0,0,0,0,-1.0
19,1985-02-26,179.229996,181.580002,179.16000400000001,181.169998,181.169998,114200000,0.043769143893342514,3.443517294220655,0.1453524647984854,183.06318793365008,178.2488132663499,180.6560006,0.0,0.0,180.98433339999997,180.98433339999997,179.4093332,0.0,0.0,-0.23226495230611022,-0.41145633252948843,0.17919138022337822,180.65250025,180.2649995,54.58232385605013,52.233628499832804,32.36720470417094,0,70,30,0.05,-0.05,1,0.0,0,0,1,1,0,0,-1.0
20,1985-02-27,181.169998,181.869995,180.5,180.71000700000002,180.71000700000002,107700000,-0.03515847294387173,1.0367115970542877,0.2128278210218921,183.04248075490432,178.42252184509567,180.7325013,0.0,0.0,181.06166696666665,181.06166696666665,179.47966756666665,0.0,0.0,-0.22071255918859833,-0.3733075778613104,0.15259501867271208,180.65250025,180.2649995,51.79490601523927,44.3299922061751,38.48794522970709,0,70,30,0.05,-0.05,0,0.0,0,0,0,0,0,0,-1.0
21,1985-02-28,180.71000700000002,181.21000700000002,180.330002,181.179993,181.179993,100700000,0.03645001210707522,-0.36265731376860794,0.16639219714309025,183.05438796826792,178.58961403173208,180.822001,0.0,0.0,180.89533346666664,180.89533346666664,179.56133366666663,0.0,0.0,-0.24663805678378026,-0.3479736736458044,0.10133561686202414,180.3274995,180.2649995,54.35951172935895,52.40536413108459,49.65632827903087,0,70,30,0.05,-0.05,1,0.0,0,0,-1,0,0,0,-1.0
22,1985-03-01,181.179993,183.889999,181.16000400000001,183.229996,183.229996,139900000,0.02840442181251448,3.424684085071425,0.3741516823736068,183.39563153979216,178.60836956020782,181.00200055,0.0,0.0,180.87966676666662,180.87966676666662,179.42866726666665,1.0,0.0,-0.42767236906735207,-0.3639134127301139,-0.06375895633723816,180.63750075,180.2649995,63.48495165278603,87.62883179220869,61.454729376489496,0,70,30,0.05,-0.05,1,0.0,0,-1,1,0,0,0,-1.0
23,1985-03-04,183.229996,183.41000400000001,181.399994,182.059998,182.059998,102100000,0.04418455590881697,-0.23624507837903935,0.4829909515001699,183.34385038798587,179.00315001201415,181.1735002,0.0,0.0,180.92600009999995,180.92600009999995,179.41599939999998,0.0,0.0,-0.4713014357389227,-0.3853910173318757,-0.085910418407047,180.63750075,180.2649995,56.5370739903451,67.52574573985679,69.18664722105005,0,70,30,0.05,-0.05,1,0.0,0,0,-1,-1,0,0,0.0
24,1985-03-05,182.059998,182.649994,181.419998,182.229996,182.229996,116400000,0.011230615240929475,-0.390981280058431,0.5428229463480606,183.44985724405325,179.08514215594676,181.2674997,0.0,0.0,181.0063330333333,181.0063330333333,179.43933313333326,0.0,0.0,-0.5136738904161859,-0.41104759194873774,-0.1026262984674482,180.63750075,180.2649995,57.268835354020055,70.44667758993482,75.20041837400014,0,70,30,0.05,-0.05,1,0.0,0,0,0,0,0,0,0.0
25,1985-03-06,182.229996,182.25,180.58999599999999,180.649994,180.649994,116900000,-0.01941303468890523,-0.8733097861351661,0.1301274453332907,183.44951545211754,179.08948324788244,181.26949935,0.0,0.0,180.99199943333332,180.99199943333332,179.40499983333328,0.0,0.0,-0.41497780344920443,-0.41183363424883107,-0.003144169200373359,180.63750075,180.2649995,49.00975723023274,43.29883958603358,60.42375430527509,0,70,30,0.05,-0.05,0,0.0,0,0,0,0,0,0,0.0
26,1985-03-07,180.649994,180.649994,179.440002,179.509995,179.509995,112100000,-0.012818248780910825,-1.4841561106155214,-0.054848534139808315,183.5087178578305,178.93828104216948,181.22349945,0.0,0.0,180.93233249999997,180.93233249999997,179.34033259999995,0.0,0.0,-0.2419826264414553,-0.37786343268735595,0.13588080624590065,180.93000024999998,180.2649995,44.071204856651455,23.958184678664555,45.90123395154435,0,70,30,0.05,-0.05,0,0.0,0,1,0,0,0,0,-1.0
27,1985-03-08,179.509995,179.970001,179.070007,179.100006,179.100006,96390000,-0.10937214525315804,-0.490187208253957,0.027281071708851745,183.5326823690403,178.64231643095974,181.0874994,0.0,0.0,180.90366626666668,180.90366626666668,179.33966776666662,0.0,1.0,-0.07098178261557564,-0.3164871026729999,0.24550532005742426,181.16500075,180.2649995,42.41582579712426,16.840312680881265,28.03244564852649,0,70,30,0.05,-0.05,-1,0.0,0,0,0,0,0,-1,0.0
28,1985-03-11,179.100006,179.46000700000002,178.149994,178.78999299999998,178.78999299999998,84110000,-0.13550920717101209,-1.1136177387296537,-0.017844594838841214,183.5012798762959,178.3337180237041,180.91749895,0.0,0.0,180.8929993333333,180.8929993333333,179.32099913333326,0.0,1.0,0.0885325284459384,-0.23548317644921224,0.32401570489515064,180.9349975,180.2649995,41.15696345290537,11.458136935558832,17.41887809836824,0,70,30,0.05,-0.05,-1,0.0,0,0,0,0,0,0,1.0
29,1985-03-12,178.78999299999998,180.139999,178.699997,179.66000400000001,179.66000400000001,92840000,-0.09263225741547165,0.9538966286029478,0.04234999514086573,183.5116157627065,178.23838303729352,180.8749994,0.0,0.0,180.7793325333333,180.7793325333333,179.30533193333326,0.0,0.0,0.14309662368276577,-0.15976721642281666,0.3028638401055824,180.9349975,180.2649995,46.00057159052953,26.562510308170626,18.28698664153693,0,70,30,0.05,-0.05,0,0.0,0,0,1,1,0,0,1.0
30,1985-03-13,179.66000400000001,179.96000700000002,178.020004,178.190002,178.190002,101700000,-0.1679270446797632,-0.8202426155137416,0.0451071276835653,183.64052006887542,177.87247913112455,180.75649959999998,0.0,0.0,180.54899956666662,180.54899956666662,179.0179981666666,0.0,1.0,0.3014806570029691,-0.06751764173765952,0.3689982987406286,180.970001,180.2649995,40.008175211171164,2.8960501669932066,13.638899136907577,0,70,30,0.05,-0.05,-1,0.0,0,0,-1,-1,0,0,1.0
31,1985-03-14,178.190002,178.529999,177.610001,177.83999599999999,177.83999599999999,103400000,-0.2418517756932461,-0.8185717794864555,0.05681616963222709,183.37407972854905,177.58791847145093,180.4809991,0.0,0.0,180.2576660333333,180.2576660333333,178.72266533333328,0.0,1.0,0.45005574114838964,0.03599703483955031,0.41405870630883934,180.64500075,180.2649995,38.71499583798724,3.662341930681742,11.040300801948547,0,70,30,0.05,-0.05,-1,0.0,0,0,0,0,0,0,0.0
32,1985-03-15,177.83999599999999,178.41000400000001,176.529999,176.529999,176.529999,105200000,-0.23108295921445673,-1.07224351710314,0.08547122692182861,183.4122181157989,176.96177958420105,180.18699884999998,0.0,1.0,179.69733279999997,179.69733279999997,178.24733109999994,0.0,1.0,0.6658330664344589,0.16196424115853206,0.5038688252759269,179.91499725,180.239998,34.252463896647505,0.0,2.186130699225005,0,70,30,0.05,-0.05,-1,-1.0,-1,0,0,0,0,0,0.0
33,1985-03-18,176.529999,177.66000400000001,176.529999,176.880005,176.880005,94020000,-0.22516183643984963,-0.4507039725590345,-0.19268743499100635,183.4103598741982,176.49163772580175,179.95099879999998,0.0,0.0,179.1706665333333,179.1706665333333,177.80866533333327,0.0,1.0,0.7993808276536356,0.28944755845755277,0.5099332691960828,179.81499875,180.239998,36.363041884188185,4.755516304347939,2.805952745009916,0,70,30,0.05,-0.05,-1,0.0,0,0,0,1,0,0,0.0
34,1985-03-19,176.880005,179.559998,176.869995,179.53999299999998,179.53999299999998,119200000,-0.17298902508117195,2.5275083137457974,-0.08620195522732708,183.2657005925058,176.45729610749416,179.86149834999998,0.0,0.0,178.82633313333332,178.82633313333332,177.31833123333325,0.0,0.0,0.682709736555779,0.36809999407719807,0.314609742478581,179.41499725,180.239998,49.60369696232722,40.89665760869543,15.217391304347812,0,70,30,0.05,-0.05,1,0.0,0,0,1,0,0,0,0.0
35,1985-03-20,179.53999299999998,179.779999,178.78999299999998,179.080002,179.080002,107500000,-0.18041313106500687,0.9854008604623428,0.010087914360597968,183.12086426268053,176.39213333731942,179.75649879999997,0.0,0.0,178.63166659999996,178.63166659999996,177.19066449999994,0.0,0.0,0.6202150328574021,0.4185230018332389,0.20169203102416322,179.2874985,180.239998,47.753329192186676,34.64677989130447,26.766317934782634,0,70,30,0.05,-0.05,1,0.0,0,0,0,0,0,0,1.0
36,1985-03-21,179.080002,180.220001,178.889999,179.350006,179.350006,95930000,-0.16011906886941216,0.37434156156364246,-0.2077936944613865,183.07714101307332,176.35185698692666,179.714499,0.0,0.0,178.59366709999998,178.59366709999998,177.14066399999996,0.0,0.0,0.5426451877050624,0.44334743900760365,0.09929774869745878,179.307499,180.239998,48.95694048706766,40.98844404909588,38.843960516365286,0,70,30,0.05,-0.05,1,0.0,0,0,0,0,0,0,1.0
37,1985-03-22,179.350006,179.919998,178.860001,179.03999299999998,179.03999299999998,99250000,-0.1561243669810173,-0.17622169773147323,-0.20350631012941747,183.07076714792015,176.32623005207978,179.69849859999997,0.0,0.0,178.58299969999996,178.58299969999996,177.11399629999994,0.0,0.0,0.5004174835235347,0.4547614479107899,0.04565603561274478,179.307499,180.239998,47.6010076759465,41.013007363567816,38.88274376798942,0,70,30,0.05,-0.05,1,0.0,0,0,-1,0,0,0,0.0
38,1985-03-25,179.03999299999998,179.03999299999998,177.850006,177.970001,177.970001,74040000,-0.21963474453774814,-1.5188245745542732,-0.28406654545054905,183.08658000504272,176.18441769495723,179.63549884999998,0.0,0.0,178.53166656666662,178.53166656666662,177.0746657666666,0.0,0.0,0.546985823740016,0.4732063230766351,0.0737795006633809,179.2924995,180.239998,43.1580606975312,25.17485573866147,35.72543571710842,0,70,30,0.05,-0.05,0,0.0,0,0,0,-1,0,0,0.0
39,1985-03-26,177.970001,178.860001,177.880005,178.429993,178.429993,89930000,-0.2535413499603147,-0.08172608697207115,-0.22752485265318514,182.91238146373414,176.08461573626587,179.4984986,0.0,0.0,178.4206665333333,178.4206665333333,177.00966633333329,0.0,0.0,0.5405430153769544,0.486673661536699,0.053869353840255374,179.2924995,180.239998,45.51259769353547,46.1164151898242,37.43475943068453,0,70,30,0.05,-0.05,1,0.0,0,0,0,1,0,0,0.0
40,1985-03-27,178.429993,179.800003,178.429993,179.53999299999998,179.53999299999998,101000000,-0.18745691474236542,1.0105451484653372,-0.04933190557598096,182.80863274457542,176.07136305542454,179.43999789999998,0.0,0.0,178.47399906666664,178.47399906666664,177.11999816666662,0.0,0.0,0.44078818813662224,0.4774965668566836,-0.036708378720061385,179.2924995,180.239998,50.80788480649686,81.57160890427657,50.954293277587446,0,70,30,0.05,-0.05,1,0.0,0,-1,1,0,0,0,-1.0
41,1985-03-28,179.53999299999998,180.600006,179.429993,179.53999299999998,179.53999299999998,99780000,-0.272762951907552,1.0553351924428869,0.061062551616650744,182.63172481751886,176.08427098248106,179.35799789999996,0.0,0.0,178.66033226666661,178.66033226666661,177.28132986666662,0.0,0.0,0.3576094694937808,0.4535191473841031,-0.09590967789032229,179.38750075,180.239998,50.807884806496865,73.9554993394354,67.21450781117876,0,70,30,0.05,-0.05,1,0.0,0,0,0,0,0,0,-1.0
42,1985-03-29,179.53999299999998,180.66000400000001,179.53999299999998,180.66000400000001,180.66000400000001,101400000,-0.2635025175924294,0.09388541912130047,0.14731277717743319,182.0564771575958,176.40251944240413,179.22949829999996,0.0,0.0,178.97333223333328,178.97333223333328,177.67032923333326,1.0,0.0,0.1990200293092812,0.4026193237691387,-0.20359929445985753,179.48749924999998,180.239998,55.83106765283229,100.0,85.17570274790403,0,70,30,0.05,-0.05,1,0.0,0,0,0,0,0,0,1.0
43,1985-04-01,180.66000400000001,181.270004,180.429993,181.270004,181.270004,89900000,-0.20266540684488937,0.7007878197997809,0.12923357654863557,181.87625166851376,176.50374553148612,179.18999859999994,0.0,0.0,179.36999866666662,179.36999866666662,178.0959950666666,1.0,0.0,0.023840040226758674,0.3268634670606627,-0.30302342683390404,179.885002,180.239998,58.32698740291818,100.0,91.31849977981183,0,70,30,0.05,-0.05,1,0.0,0,0,0,0,0,0,1.0
44,1985-04-02,181.270004,181.860001,180.279999,180.529999,180.529999,101700000,-0.2577445317525275,0.3417923402192884,0.21223607338670916,181.49201760750788,176.717979892492,179.10499874999994,0.0,0.0,179.5933324333333,179.5933324333333,178.4303289333333,0.0,0.0,-0.05464918244729233,0.25056093715907174,-0.30521011960636407,180.03250125,180.239998,54.31703451904768,75.04687615501823,91.68229205167279,0,70,30,0.05,-0.05,1,0.0,0,0,0,-1,0,0,1.0
45,1985-04-03,180.529999,180.529999,178.639999,179.110001,179.110001,95480000,-0.22978521574148283,-2.9395181085044437,0.06073990702828142,181.30763639169666,176.7483618083032,179.02799909999993,0.0,0.0,179.61433259999995,179.61433259999995,178.36132969999997,0.0,0.0,-0.0022446112381260264,0.1999998274796322,-0.2022444387177582,180.03250125,180.239998,47.56009271258469,48.40527264342497,74.48404959948111,0,70,30,0.05,-0.05,0,0.0,0,0,-1,0,0,0,1.0
46,1985-04-04,179.110001,179.130005,178.28999299999998,179.029999,179.029999,86910000,-0.14752480646152216,-0.8457145322747972,0.07692054880173448,181.2729151226983,176.7350834773016,179.00399929999995,0.0,0.0,179.54733229999997,179.54733229999997,178.34332839999996,0.0,0.0,0.04522060678885964,0.1690439833414777,-0.12382337655261805,180.03250125,180.239998,47.203814701581734,46.90429759688639,56.785482131776575,0,70,30,0.05,-0.05,0,0.0,0,0,0,0,0,0,1.0
47,1985-04-08,179.029999,179.46000700000002,177.860001,178.029999,178.029999,79960000,-0.13474873721735656,-0.10004039516004322,0.1019679471873767,181.25796979928091,176.64302810071896,178.95049894999994,0.0,0.0,179.46499946666663,179.46499946666663,178.20699466666662,0.0,1.0,0.1616652008921733,0.16756822685161682,-0.005903025959443531,180.035,180.239998,42.87983839424283,23.24654519453503,39.51870514494885,0,70,30,0.05,-0.05,-1,0.0,0,0,0,0,0,0,1.0
48,1985-04-09,178.029999,178.669998,177.970001,178.21000700000002,178.21000700000002,83980000,-0.1474793094048741,-0.2834033460187105,-0.09881145708151672,181.25078518773148,176.59221411226838,178.92149964999993,0.0,0.0,179.4646663333333,179.4646663333333,178.2556605333333,0.0,1.0,0.23669476948148827,0.18139353537759112,0.055301234103897146,179.91500125000002,180.239998,43.87645426654074,8.977592241387104,26.376145010936217,0,70,30,0.05,-0.05,-1,0.0,0,1,0,0,0,0,1.0
49,1985-04-10,178.21000700000002,179.899994,178.21000700000002,179.419998,179.419998,108200000,-0.13816520642335742,1.1480056700434376,-0.08719682782572423,181.22587960235094,176.59311909764895,178.90949934999995,0.0,0.0,179.54333299999996,179.54333299999996,178.26332809999997,0.0,0.0,0.19625774464992674,0.18436637723205823,0.011891367417868504,179.72499875,180.239998,50.17011429985027,39.151969017417315,23.79203548444653,0,70,30,0.05,-0.05,0,0.0,0,0,1,1,0,0,0.0
50,1985-04-11,179.419998,180.91000400000001,179.419998,180.190002,180.190002,108400000,-0.0926990040446151,1.5257448385636736,-0.004953736611436289,181.36534730635913,176.65365139364076,179.00949934999994,0.0,0.0,179.63500016666663,179.63500016666663,178.34299566666664,0.0,0.0,0.10091493893119718,0.16767608957188604,-0.06676115064068885,179.62500025,180.239998,53.72632660653746,58.35408772330098,35.49454966070184,0,70,30,0.05,-0.05,1,0.0,0,-1,0,0,0,0,-1.0
51,1985-04-12,180.190002,180.550003,180.059998,180.53999299999998,180.53999299999998,86220000,-0.023816340287930997,0.079564434003132,0.013316701369606943,181.52610670353354,176.7628916964663,179.14449919999993,0.0,0.0,179.68766689999998,179.68766689999998,178.46366319999998,0.0,0.0,-0.0028533782436568345,0.13357019600877748,-0.13642357425243432,179.5275005,180.239998,55.2882788680105,67.08205371827076,54.86270348632973,0,70,30,0.05,-0.05,1,0.0,0,0,0,0,0,0,-1.0
52,1985-04-15,180.53999299999998,181.149994,180.449997,180.919998,180.919998,80660000,0.04567348288610033,0.4295747768596458,0.1524880836134583,181.54177102218674,177.18622727781312,179.36399914999993,0.0,0.0,179.7429998333333,179.7429998333333,178.56099753333334,0.0,0.0,-0.11443461388500964,0.08396923403002006,-0.19840384791502969,179.5275005,180.239998,56.98597883977863,76.49992499999954,67.31202214719046,0,70,30,0.05,-0.05,1,0.0,0,0,0,0,0,0,1.0
53,1985-04-16,180.919998,181.779999,180.190002,181.199997,181.199997,98480000,0.07827739202607,0.2986975984819335,0.17966120400303007,181.5790483371992,177.58094916280066,179.57999874999993,0.0,0.0,179.74966639999997,179.74966639999997,178.4926655,1.0,0.0,-0.22288781430046356,0.02259782436392333,-0.24548563866438688,179.5075,180.239998,58.244062846511284,83.49989999999963,75.6939595727567,0,70,30,0.05,-0.05,1,0.0,0,0,0,0,0,1,1.0
54,1985-04-17,181.199997,181.91000400000001,181.139999,181.679993,181.679993,96020000,0.03744546479342158,0.4330383982555894,0.13841072184519093,181.8851976331954,177.48879986680453,179.68699874999996,0.0,0.0,179.81833296666665,179.81833296666665,178.64233176666662,1.0,0.0,-0.3436085175969197,-0.05064344402824526,-0.2929650735686744,179.552502,180.239998,60.38322888325821,94.32072025625614,84.77351508541848,0,70,30,0.05,-0.05,1,0.0,0,0,0,0,0,0,1.0
55,1985-04-18,181.679993,182.559998,180.75,180.83999599999999,180.83999599999999,100600000,0.013045616664635915,0.2338918638220717,0.07973619837227555,182.00956643108282,177.54043046891707,179.77499844999994,0.0,0.0,180.01399946666666,180.01399946666666,178.8459984666666,0.0,0.0,-0.3672661909192243,-0.11396799340644106,-0.25329819751278326,179.877499,180.239998,55.06656677783952,63.40418940692891,80.40826988772827,0,70,30,0.05,-0.05,1,0.0,0,0,0,-1,0,0,-1.0
56,1985-04-19,180.83999599999999,181.25,180.419998,181.110001,181.110001,81110000,0.057872126198550866,-0.8391094069781928,0.013093710793740321,182.16139783523974,177.56459856476013,179.86299819999994,0.0,0.0,180.22499953333332,180.22499953333332,179.0579995333333,0.0,0.0,-0.40315489576238406,-0.17180537387762967,-0.23134952188475438,179.904999,180.239998,56.395588003392184,69.14898030785983,75.62462999034834,0,70,30,0.05,-0.05,1,0.0,0,0,-1,0,0,1,-1.0
